Time,Brow,Cheek,Brow Max,Cheek Max,Brow Relax,Cheek Relax,Valence Choice
23:20:13,9,58,689,866,20.5,2.0,Positive
23:20:14,15,181,689,866,20.5,2.0,Positive
23:20:14,25,137,689,866,20.5,2.0,Positive
23:20:14,16,61,689,866,20.5,2.0,Positive
23:20:14,31,66,689,866,20.5,2.0,Positive
23:20:15,9,259,689,866,20.5,2.0,Positive
23:20:15,13,36,689,866,20.5,2.0,Positive
23:20:15,35,2,689,866,20.5,2.0,Neutral/Unknown
23:20:16,8,16,689,866,20.5,2.0,Positive
23:20:16,11,25,689,866,20.5,2.0,Positive
23:20:16,12,132,689,866,20.5,2.0,Positive
23:20:16,28,0,689,866,20.5,2.0,Neutral/Unknown
23:20:16,10,4,689,866,20.5,2.0,Neutral/Unknown
23:20:17,25,3,689,866,20.5,2.0,Neutral/Unknown
23:20:17,10,2,689,866,20.5,2.0,Neutral/Unknown
23:20:17,10,2,689,866,20.5,2.0,Neutral/Unknown
23:20:17,58,4,689,866,20.5,2.0,Negative
23:20:18,45,3,689,866,20.5,2.0,Negative
23:20:18,210,6,689,866,20.5,2.0,Negative
23:20:18,93,6,689,866,20.5,2.0,Negative
23:20:18,192,1,689,866,20.5,2.0,Negative
23:20:18,137,2,689,866,20.5,2.0,Negative
23:20:19,109,3,689,866,20.5,2.0,Negative
23:20:19,43,0,689,866,20.5,2.0,Negative
23:20:19,103,2,689,866,20.5,2.0,Negative
23:20:19,0,4,689,866,20.5,2.0,Neutral/Unknown
23:20:20,123,3,689,866,20.5,2.0,Negative
23:20:20,49,2,689,866,20.5,2.0,Negative
23:20:20,33,5,689,866,20.5,2.0,Neutral/Unknown
23:20:20,50,2,689,866,20.5,2.0,Negative
23:20:20,40,1,689,866,20.5,2.0,Neutral/Unknown
23:20:21,34,5,689,866,20.5,2.0,Neutral/Unknown
23:20:21,53,2,689,866,20.5,2.0,Negative
23:20:21,16,3,689,866,20.5,2.0,Neutral/Unknown
23:20:21,56,5,689,866,20.5,2.0,Negative
23:20:22,59,5,689,866,20.5,2.0,Negative
23:20:22,29,1,689,866,20.5,2.0,Neutral/Unknown
23:20:22,38,4,689,866,20.5,2.0,Neutral/Unknown
23:20:22,66,1,689,866,20.5,2.0,Negative
23:20:23,40,6,689,866,20.5,2.0,Neutral/Unknown
23:20:23,15,1,689,866,20.5,2.0,Neutral/Unknown
23:20:23,18,3,689,866,20.5,2.0,Neutral/Unknown
23:20:23,43,2,689,866,20.5,2.0,Negative
23:20:24,17,5,689,866,20.5,2.0,Neutral/Unknown
23:20:24,6,2,689,866,20.5,2.0,Neutral/Unknown
23:20:24,20,7,689,866,20.5,2.0,Neutral/Unknown
23:20:24,56,3,689,866,20.5,2.0,Negative
23:20:24,37,4,689,866,20.5,2.0,Neutral/Unknown
23:20:25,115,4,689,866,20.5,2.0,Negative
23:20:25,205,3,689,866,20.5,2.0,Negative
23:20:25,123,2,689,866,20.5,2.0,Negative
23:20:25,175,4,689,866,20.5,2.0,Negative
23:20:26,182,2,689,866,20.5,2.0,Negative
23:20:26,230,2,689,866,20.5,2.0,Negative
23:20:26,51,7,689,866,20.5,2.0,Negative
23:20:26,282,3,689,866,20.5,2.0,Negative
23:20:26,38,3,689,866,20.5,2.0,Neutral/Unknown
23:20:27,296,7,689,866,20.5,2.0,Negative
23:20:27,179,1,689,866,20.5,2.0,Negative
23:20:27,195,2,689,866,20.5,2.0,Negative
23:20:27,99,4,689,866,20.5,2.0,Negative
23:20:28,221,4,689,866,20.5,2.0,Negative
23:20:28,48,4,689,866,20.5,2.0,Negative
23:20:28,127,7,689,866,20.5,2.0,Negative
23:20:28,173,2,689,866,20.5,2.0,Negative
23:20:29,102,5,689,866,20.5,2.0,Negative
23:20:29,94,5,689,866,20.5,2.0,Negative
23:20:29,163,2,689,866,20.5,2.0,Negative
23:20:29,84,2,689,866,20.5,2.0,Negative
23:20:29,73,2,689,866,20.5,2.0,Negative
23:20:30,88,3,689,866,20.5,2.0,Negative
23:20:30,101,3,689,866,20.5,2.0,Negative
23:20:30,150,3,689,866,20.5,2.0,Negative
23:20:31,95,4,689,866,20.5,2.0,Negative
23:20:31,56,7,689,866,20.5,2.0,Negative
23:20:31,171,2,689,866,20.5,2.0,Negative
23:20:31,103,4,689,866,20.5,2.0,Negative
23:20:31,112,8,689,866,20.5,2.0,Negative
23:20:32,188,2,689,866,20.5,2.0,Negative
23:20:32,123,2,689,866,20.5,2.0,Negative
23:20:32,115,5,689,866,20.5,2.0,Negative
23:20:32,58,2,689,866,20.5,2.0,Negative
23:20:33,152,5,689,866,20.5,2.0,Negative
