Time,Brow,Cheek,Brow Max,Cheek Max,Brow Relax,Cheek Relax,Valence Choice
23:31:21,12,5,869,85,3.5,1.0,Positive
23:31:22,1,4,869,85,3.5,1.0,Positive
23:31:22,2,0,869,85,3.5,1.0,Neutral/Unknown
23:31:23,3,0,869,85,3.5,1.0,Neutral/Unknown
23:31:23,3,1,869,85,3.5,1.0,Neutral/Unknown
23:31:24,3,0,869,85,3.5,1.0,Neutral/Unknown
23:31:24,4,1,869,85,3.5,1.0,Neutral/Unknown
23:31:24,3,0,869,85,3.5,1.0,Neutral/Unknown
23:31:25,55,1,869,85,3.5,1.0,Negative
23:31:25,315,8,869,85,3.5,1.0,Negative
23:31:26,403,79,869,85,3.5,1.0,Positive
23:31:26,65,23,869,85,3.5,1.0,Positive
23:31:27,135,29,869,85,3.5,1.0,Positive
23:31:27,19,11,869,85,3.5,1.0,Positive
23:31:28,2,1,869,85,3.5,1.0,Neutral/Unknown
23:31:28,4,4,869,85,3.5,1.0,Positive
23:31:28,3,3,869,85,3.5,1.0,Positive
23:31:29,2,1,869,85,3.5,1.0,Neutral/Unknown
23:31:29,3,0,869,85,3.5,1.0,Neutral/Unknown
23:31:30,3,2,869,85,3.5,1.0,Neutral/Unknown
23:31:30,2,0,869,85,3.5,1.0,Neutral/Unknown
23:31:31,3,0,869,85,3.5,1.0,Neutral/Unknown
23:31:31,2,1,869,85,3.5,1.0,Neutral/Unknown
23:31:32,3,0,869,85,3.5,1.0,Neutral/Unknown
23:31:32,1,1,869,85,3.5,1.0,Neutral/Unknown
23:31:33,2,0,869,85,3.5,1.0,Neutral/Unknown
23:31:33,2,1,869,85,3.5,1.0,Neutral/Unknown
23:31:33,3,1,869,85,3.5,1.0,Neutral/Unknown
23:31:34,1,4,869,85,3.5,1.0,Positive
23:31:34,2,0,869,85,3.5,1.0,Neutral/Unknown
23:31:35,164,6,869,85,3.5,1.0,Negative
23:31:35,146,2,869,85,3.5,1.0,Negative
23:31:36,90,4,869,85,3.5,1.0,Negative
23:31:36,74,13,869,85,3.5,1.0,Positive
23:31:37,206,8,869,85,3.5,1.0,Negative
23:31:37,53,23,869,85,3.5,1.0,Positive
23:31:38,81,8,869,85,3.5,1.0,Neutral/Unknown
23:31:38,7,0,869,85,3.5,1.0,Neutral/Unknown
23:31:39,3,1,869,85,3.5,1.0,Neutral/Unknown
23:31:39,3,1,869,85,3.5,1.0,Neutral/Unknown
23:31:39,2,1,869,85,3.5,1.0,Neutral/Unknown
23:31:40,2,1,869,85,3.5,1.0,Neutral/Unknown
23:31:40,2,1,869,85,3.5,1.0,Neutral/Unknown
23:31:41,2,1,869,85,3.5,1.0,Neutral/Unknown
23:31:41,3,1,869,85,3.5,1.0,Neutral/Unknown
23:31:42,3,1,869,85,3.5,1.0,Neutral/Unknown
23:31:42,30,2,869,85,3.5,1.0,Negative
23:31:43,99,1,869,85,3.5,1.0,Negative
23:31:43,21,1,869,85,3.5,1.0,Negative
23:31:44,197,1,869,85,3.5,1.0,Negative
23:31:44,24,0,869,85,3.5,1.0,Negative
23:31:44,2,1,869,85,3.5,1.0,Neutral/Unknown
23:31:45,4,0,869,85,3.5,1.0,Neutral/Unknown
23:31:45,11,23,869,85,3.5,1.0,Positive
23:31:46,3,4,869,85,3.5,1.0,Positive
23:31:46,1,1,869,85,3.5,1.0,Neutral/Unknown
23:31:47,3,1,869,85,3.5,1.0,Neutral/Unknown
23:31:47,4,0,869,85,3.5,1.0,Neutral/Unknown
23:31:48,4,0,869,85,3.5,1.0,Neutral/Unknown
23:31:48,2,1,869,85,3.5,1.0,Neutral/Unknown
23:31:48,1,0,869,85,3.5,1.0,Neutral/Unknown
23:31:49,1,1,869,85,3.5,1.0,Neutral/Unknown
23:31:49,5,2,869,85,3.5,1.0,Neutral/Unknown
23:31:50,4,2,869,85,3.5,1.0,Neutral/Unknown
23:31:50,2,1,869,85,3.5,1.0,Neutral/Unknown
23:31:51,4,1,869,85,3.5,1.0,Neutral/Unknown
